VisitID	VisitOrder	Animal	Tag	Sex	Group	Module	Cage	Corner	CornerCondition	PlaceError	SideErrors	TimeErrors	ConditionErrors	NosepokeNumber	NosepokeDuration	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	VisitDuration	Session
725	2715	109	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-16	22:03:18.447	22012.595	2020-03-16	22:03:20.158	22014.306	1.711	1
726	2717	110	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	3	1.339	0	0	0	2020-03-16	22:03:28.981	22023.129	2020-03-16	22:03:34.941	22029.089	5.96	1
727	2718	111	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	2	0.725	0	0	0	2020-03-16	22:03:45.995	22040.143	2020-03-16	22:03:52.465	22046.613	6.47	1
728	2728	112	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	5	5.307	0	0	0	2020-03-16	22:04:36.875	22091.023	2020-03-16	22:04:59.801	22113.949	22.926	1
729	2774	113	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-16	22:09:48.660	22402.808	2020-03-16	22:09:53.514	22407.662	4.854	1
730	2778	114	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	3	6.781	45	5.7939453	2.04399991035461	2020-03-16	22:10:00.420	22414.568	2020-03-16	22:10:13.863	22428.011	13.443	1
731	2913	115	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	5	0	0	5	0.702	0	0	0	2020-03-16	22:24:19.387	23273.535	2020-03-16	22:24:49.570	23303.718	30.183	1
732	2987	116	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	2	6.228	35	4.3623047	1.68000001460314	2020-03-16	22:30:40.731	23654.879	2020-03-16	22:31:00.738	23674.886	20.007	1
733	3008	117	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	5	18.457	114	14.8320313	5.61399979889393	2020-03-16	22:32:31.138	23765.286	2020-03-16	22:33:09.519	23803.667	38.381	1
734	3012	118	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	0	0	0	0	0	2020-03-16	22:33:09.968	23804.116	2020-03-16	22:33:14.969	23809.117	5.001	1
735	3143	119	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	1	0.181	0	0	0	2020-03-16	22:49:18.355	24772.503	2020-03-16	22:49:26.646	24780.794	8.291	1
736	3154	120	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	2	5.525	39	4.9335938	1.932000041008	2020-03-16	22:50:23.584	24837.732	2020-03-16	22:50:34.284	24848.432	10.7	1
737	3178	121	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-16	22:53:05.256	24999.404	2020-03-16	22:53:06.428	25000.576	1.172	1
738	3180	122	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-16	22:53:15.043	25009.191	2020-03-16	22:53:16.065	25010.213	1.022	1
739	3187	123	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	1	0.413	0	0	0	2020-03-16	22:53:51.461	25045.609	2020-03-16	22:53:54.328	25048.476	2.867	1
740	3189	124	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	1	0.021	0	0	0	2020-03-16	22:54:11.146	25065.294	2020-03-16	22:54:14.156	25068.304	3.01	1
741	3197	125	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	4	0	0	4	0.954	0	0	0	2020-03-16	22:55:41.729	25155.877	2020-03-16	22:55:53.457	25167.605	11.728	1
742	3200	126	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	4	1.059	0	0	0	2020-03-16	22:56:08.872	25183.02	2020-03-16	22:56:14.534	25188.682	5.662	1
743	3211	127	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-16	22:57:00.280	25234.428	2020-03-16	22:57:03.095	25237.243	2.815	1
744	3302	128	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	1	0	0	1	0.465	0	0	0	2020-03-16	23:06:22.435	25796.583	2020-03-16	23:06:27.054	25801.202	4.619	1
745	4157	129	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	00:26:12.412	30586.56	2020-03-17	00:26:15.915	30590.063	3.503	1
746	4164	130	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	4	6.527	38	5.3837891	2.05800002813339	2020-03-17	00:26:41.626	30615.774	2020-03-17	00:26:55.696	30629.844	14.07	1
747	4384	131	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	4	11.654	68	8.8740235	3.02399994432926	2020-03-17	00:48:55.491	31949.639	2020-03-17	00:49:19.319	31973.467	23.828	1
748	4389	132	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	1	0	0	1	0.472	0	0	0	2020-03-17	00:49:30.978	31985.126	2020-03-17	00:49:44.276	31998.424	13.298	1
749	4391	133	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	3	0.497	0	0	0	2020-03-17	00:49:51.069	32005.217	2020-03-17	00:49:54.023	32008.171	2.954	1
750	4392	134	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	1	0.726	1	0.1923828	0.0419999994337559	2020-03-17	00:49:54.941	32009.089	2020-03-17	00:50:03.061	32017.209	8.12	1
751	4400	135	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	3	3.484	0	0	0	2020-03-17	00:51:09.823	32083.971	2020-03-17	00:51:20.638	32094.786	10.815	1
752	4402	136	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	00:51:27.713	32101.861	2020-03-17	00:51:29.361	32103.509	1.648	1
753	4426	137	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	4	8.719	51	6.6298828	2.28099989891052	2020-03-17	00:55:50.718	32364.866	2020-03-17	00:56:06.941	32381.089	16.223	1
754	4435	138	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	00:57:16.014	32450.162	2020-03-17	00:57:17.203	32451.351	1.189	1
755	4436	139	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	00:57:18.863	32453.011	2020-03-17	00:57:20.071	32454.219	1.208	1
756	4437	140	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	1	0.198	0	0	0	2020-03-17	00:57:22.186	32456.334	2020-03-17	00:57:27.103	32461.251	4.917	1
757	4439	141	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	10	0	0	10	3.008	0	0	0	2020-03-17	00:57:28.073	32462.221	2020-03-17	00:57:55.142	32489.29	27.069	1
758	4446	142	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	1	0	0	1	0.426	0	0	0	2020-03-17	00:58:03.494	32497.642	2020-03-17	00:58:09.148	32503.296	5.654	1
759	4448	143	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	3	0	0	3	0.992	0	0	0	2020-03-17	00:58:21.776	32515.924	2020-03-17	00:58:30.935	32525.083	9.159	1
760	4451	144	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	00:58:31.593	32525.741	2020-03-17	00:58:34.423	32528.571	2.83	1
761	4457	145	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	11	0	0	11	2.252	0	0	0	2020-03-17	00:58:44.438	32538.586	2020-03-17	00:59:08.851	32562.999	24.413	1
762	4462	146	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	2	0	0	2	0.77	0	0	0	2020-03-17	00:59:14.654	32568.802	2020-03-17	00:59:26.377	32580.525	11.723	1
763	4464	147	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	00:59:26.697	32580.845	2020-03-17	00:59:32.809	32586.957	6.112	1
764	4466	148	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	3	9.985	63	8.1337891	2.99599991366268	2020-03-17	00:59:42.190	32596.338	2020-03-17	01:00:00.058	32614.206	17.868	1
765	4538	149	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	4	13.306	93	11.850586	4.45199999213218	2020-03-17	01:09:42.722	33196.87	2020-03-17	01:10:11.104	33225.252	28.382	1
766	4546	150	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	01:10:32.277	33246.425	2020-03-17	01:10:43.157	33257.305	10.88	1
767	4555	151	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	01:11:30.269	33304.417	2020-03-17	01:11:33.974	33308.122	3.705	1
768	4563	152	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	01:12:09.542	33343.69	2020-03-17	01:12:16.665	33350.813	7.123	1
769	4572	153	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	1	0	0	1	0.298	0	0	0	2020-03-17	01:12:45.340	33379.488	2020-03-17	01:12:48.272	33382.42	2.932	1
770	4640	154	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	1	5.27	34	4.3017578	1.47000001370907	2020-03-17	01:20:05.102	33819.25	2020-03-17	01:20:23.521	33837.669	18.419	1
771	4649	155	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	1	0.823	0	0	0	2020-03-17	01:20:42.624	33856.772	2020-03-17	01:21:06.345	33880.493	23.721	1
772	4660	156	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	1	0	0	1	0.198	0	0	0	2020-03-17	01:21:54.945	33929.093	2020-03-17	01:21:58.781	33932.929	3.836	1
773	4704	157	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	01:26:36.737	34210.885	2020-03-17	01:26:48.344	34222.492	11.607	1
774	4706	158	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	01:27:00.237	34234.385	2020-03-17	01:27:03.688	34237.836	3.451	1
775	4707	159	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	4	9.293	46	7.5585938	3.58399993181229	2020-03-17	01:27:04.392	34238.54	2020-03-17	01:27:25.285	34259.433	20.893	1
776	4770	160	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	1	0.568	0	0	0	2020-03-17	01:33:39.755	34633.903	2020-03-17	01:34:05.010	34659.158	25.255	1
777	4811	161	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	01:36:26.361	34800.509	2020-03-17	01:36:30.429	34804.577	4.068	1
778	4868	162	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	01:42:43.384	35177.532	2020-03-17	01:42:55.416	35189.564	12.032	1
779	4869	163	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	7	9.86	55	7.2167969	2.71600005030632	2020-03-17	01:42:58.040	35192.188	2020-03-17	01:43:23.283	35217.431	25.243	1
780	4946	164	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	1	0.185	0	0	0	2020-03-17	01:55:33.786	35947.934	2020-03-17	01:55:40.601	35954.749	6.815	1
781	4966	165	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	01:58:13.579	36107.727	2020-03-17	01:58:19.800	36113.948	6.221	1
782	4970	166	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	7	0	0	7	2.078	0	0	0	2020-03-17	01:58:39.374	36133.522	2020-03-17	01:59:08.978	36163.126	29.604	1
783	4977	167	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	7	0	0	7	12.118	0	0	0	2020-03-17	01:59:47.588	36201.736	2020-03-17	02:00:14.076	36228.224	26.488	1
784	4982	168	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	02:00:16.978	36231.126	2020-03-17	02:00:18.233	36232.381	1.255	1
785	4983	169	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	4	0	0	4	0.365	0	0	0	2020-03-17	02:00:18.624	36232.772	2020-03-17	02:00:46.185	36260.333	27.561	1
786	4989	170	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	4	0.639	0	0	0	2020-03-17	02:01:11.432	36285.58	2020-03-17	02:01:22.733	36296.881	11.301	1
787	5031	171	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	1	0	0	1	0.354	0	0	0	2020-03-17	02:07:21.745	36655.893	2020-03-17	02:07:25.083	36659.231	3.338	1
788	5038	172	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	1	0.028	0	0	0	2020-03-17	02:07:51.446	36685.594	2020-03-17	02:07:55.223	36689.371	3.777	1
789	5062	173	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	3	5.199	35	3.9169922	1.57200002670288	2020-03-17	02:12:18.327	36952.475	2020-03-17	02:12:30.972	36965.12	12.645	1
790	5131	174	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	1	0	0	1	0.469	0	0	0	2020-03-17	02:22:44.220	37578.368	2020-03-17	02:22:55.175	37589.323	10.955	1
791	5143	175	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	3	0	0	3	1.4	0	0	0	2020-03-17	02:24:32.421	37686.569	2020-03-17	02:24:40.520	37694.668	8.099	1
792	5145	176	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	5	14.693	73	9.9042969	3.86400009691715	2020-03-17	02:24:41.557	37695.705	2020-03-17	02:25:25.041	37739.189	43.484	1
793	5175	177	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	6	8.347	34	4.5527345	1.70800006389618	2020-03-17	02:32:41.365	38175.513	2020-03-17	02:33:03.287	38197.435	21.922	1
794	5188	178	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	02:35:43.254	38357.402	2020-03-17	02:35:44.593	38358.741	1.339	1
795	5238	179	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	2	0.401	0	0	0	2020-03-17	02:52:24.594	39358.742	2020-03-17	02:52:32.557	39366.705	7.963	1
796	5247	180	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	02:56:04.817	39578.965	2020-03-17	02:56:08.804	39582.952	3.987	1
797	5781	181	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	04:46:45.311	46219.459	2020-03-17	04:46:57.018	46231.166	11.707	1
798	5783	182	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	04:47:04.038	46238.186	2020-03-17	04:47:09.899	46244.047	5.861	1
799	5786	183	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	04:47:15.622	46249.77	2020-03-17	04:47:22.214	46256.362	6.592	1
800	5823	184	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	2	0	0	2	0.241	0	0	0	2020-03-17	04:50:08.164	46422.312	2020-03-17	04:50:10.420	46424.568	2.256	1
801	5827	185	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	2	0.747	0	0	0	2020-03-17	04:50:14.442	46428.59	2020-03-17	04:50:19.482	46433.63	5.04	1
802	5830	186	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	04:50:37.662	46451.81	2020-03-17	04:50:39.162	46453.31	1.5	1
803	5831	187	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	10	0	0	10	3.464	0	0	0	2020-03-17	04:50:39.991	46454.139	2020-03-17	04:50:58.044	46472.192	18.053	1
804	5836	188	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	04:51:01.427	46475.575	2020-03-17	04:51:06.682	46480.83	5.255	1
805	5953	189	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	1	0	0	1	0.396	0	0	0	2020-03-17	05:00:57.637	47071.785	2020-03-17	05:01:02.538	47076.686	4.901	1
806	5956	190	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	3	6.389	37	4.5927734	1.77799999713898	2020-03-17	05:01:11.556	47085.704	2020-03-17	05:01:24.155	47098.303	12.599	1
807	5968	191	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	05:02:11.797	47145.945	2020-03-17	05:02:13.922	47148.07	2.125	1
808	5979	192	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	2	0	0	2	0.526	0	0	0	2020-03-17	05:03:00.966	47195.114	2020-03-17	05:03:06.024	47200.172	5.058	1
809	6028	193	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	3	9.329	61	7.5351561	2.95399994403123	2020-03-17	05:06:07.095	47381.243	2020-03-17	05:06:22.694	47396.842	15.599	1
810	6047	194	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	05:07:29.500	47463.648	2020-03-17	05:07:30.574	47464.722	1.074	1
811	6155	195	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	1	0	0	1	0.354	0	0	0	2020-03-17	05:17:14.041	48048.189	2020-03-17	05:17:22.449	48056.597	8.408	1
812	6160	196	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	3	11.42	82	9.9335937	3.68200010061265	2020-03-17	05:17:27.106	48061.254	2020-03-17	05:17:44.540	48078.688	17.434	1
813	6164	197	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	2	0.112	0	0	0	2020-03-17	05:17:52.555	48086.703	2020-03-17	05:18:02.851	48096.999	10.296	1
814	6188	198	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	1	9.788	72	9.0185547	3.01000006496906	2020-03-17	05:20:10.305	48224.453	2020-03-17	05:20:27.865	48242.013	17.56	1
815	6196	199	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	05:20:52.229	48266.377	2020-03-17	05:20:53.235	48267.383	1.006	1
816	6201	200	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	05:21:16.122	48290.27	2020-03-17	05:21:17.559	48291.707	1.437	1
817	6206	201	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	05:22:12.201	48346.349	2020-03-17	05:22:13.405	48347.553	1.204	1
818	6210	202	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	05:22:19.312	48353.46	2020-03-17	05:22:20.454	48354.602	1.142	1
819	6272	203	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	1	0.213	0	0	0	2020-03-17	05:28:04.221	48698.369	2020-03-17	05:28:17.917	48712.065	13.696	1
820	6279	204	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	3	7.35	46	5.7802735	2.05800003185869	2020-03-17	05:28:54.351	48748.499	2020-03-17	05:29:13.578	48767.726	19.227	1
821	6290	205	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	05:29:37.724	48791.872	2020-03-17	05:29:39.007	48793.155	1.283	1
822	6326	206	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	1	0	0	1	0.397	0	0	0	2020-03-17	05:35:16.041	49130.189	2020-03-17	05:35:22.318	49136.466	6.277	1
823	6344	207	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	05:38:20.267	49314.415	2020-03-17	05:38:22.938	49317.086	2.671	1
824	6357	208	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	05:40:01.431	49415.579	2020-03-17	05:40:03.495	49417.643	2.064	1
825	6360	209	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	05:40:36.890	49451.038	2020-03-17	05:40:38.447	49452.595	1.557	1
826	6393	210	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	1	0	0	1	0.439	0	0	0	2020-03-17	05:49:09.317	49963.465	2020-03-17	05:49:22.771	49976.919	13.454	1
827	6397	211	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	2	9.176	46	6.2304687	2.17000000178814	2020-03-17	05:49:39.513	49993.661	2020-03-17	05:50:01.792	50015.94	22.279	1
828	6400	212	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	05:50:03.001	50017.149	2020-03-17	05:50:05.419	50019.567	2.418	1
829	6402	213	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	11	0	0	11	6.963	0	0	0	2020-03-17	05:50:20.478	50034.626	2020-03-17	05:50:40.137	50054.285	19.659	1
830	6415	214	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	1	0	0	1	0.863	0	0	0	2020-03-17	05:51:41.817	50115.965	2020-03-17	05:51:47.524	50121.672	5.707	1
831	6423	215	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	6	3.057	0	0	0	2020-03-17	05:54:05.052	50259.2	2020-03-17	05:54:14.541	50268.689	9.489	1
832	6426	216	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	5	0	0	5	1.323	0	0	0	2020-03-17	05:54:18.494	50272.642	2020-03-17	05:54:25.758	50279.906	7.264	1
833	6432	217	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	2	0.228	0	0	0	2020-03-17	05:54:43.971	50298.119	2020-03-17	05:54:57.980	50312.128	14.009	1
834	6452	218	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	2	13.236	81	10.8515625	3.87800004333258	2020-03-17	05:59:49.526	50603.674	2020-03-17	06:00:08.714	50622.862	19.188	1
835	6456	219	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	4	22.515	38	5.1728515	1.90399993956089	2020-03-17	06:00:13.516	50627.664	2020-03-17	06:00:37.756	50651.904	24.24	1
836	6463	220	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	1	0	0	1	0.042	0	0	0	2020-03-17	06:04:02.433	50856.581	2020-03-17	06:04:09.575	50863.723	7.142	1
837	6473	221	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	2	0	0	2	0.426	0	0	0	2020-03-17	06:07:12.518	51046.666	2020-03-17	06:07:25.050	51059.198	12.532	1
838	6474	222	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	06:08:31.089	51125.237	2020-03-17	06:08:34.326	51128.474	3.237	1
839	6475	223	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	21	19.987	0	0	0	2020-03-17	06:08:37.474	51131.622	2020-03-17	06:09:17.747	51171.895	40.273	1
840	6477	224	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	62	107.189	0	0	0	2020-03-17	06:09:23.170	51177.318	2020-03-17	06:12:02.232	51336.38	159.062	1
841	6485	225	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	06:12:33.625	51367.773	2020-03-17	06:12:35.302	51369.45	1.677	1
842	6486	226	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	6	0	0	6	1.649	0	0	0	2020-03-17	06:12:38.054	51372.202	2020-03-17	06:12:54.789	51388.937	16.735	1
843	6487	227	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	46	81.705	72	10.0322265	3.68199992179871	2020-03-17	06:13:13.000	51407.148	2020-03-17	06:14:41.653	51495.801	88.653	1
844	6488	228	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	4	10.626	44	6.4980469	2.04399997740984	2020-03-17	06:14:58.693	51512.841	2020-03-17	06:15:29.811	51543.959	31.118	1
845	6489	229	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	10	7.36	1	0.2568359	0.0700000002980232	2020-03-17	06:15:38.374	51552.522	2020-03-17	06:16:05.093	51579.241	26.719	1
846	6561	230	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	2	1.449	0	0	0	2020-03-17	08:18:52.006	58946.154	2020-03-17	08:19:22.546	58976.694	30.54	1
847	6595	231	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	1	0.512	0	0	0	2020-03-17	08:29:31.295	59585.443	2020-03-17	08:29:37.881	59592.029	6.586	1
848	6607	232	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	1	0	0	1	0.482	0	0	0	2020-03-17	08:33:31.177	59825.325	2020-03-17	08:33:40.427	59834.575	9.25	1
849	6611	233	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	5	0	0	5	1.487	0	0	0	2020-03-17	08:34:11.623	59865.771	2020-03-17	08:34:32.367	59886.515	20.744	1
850	6845	234	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	10:14:29.802	65883.95	2020-03-17	10:14:30.938	65885.086	1.136	1
851	6976	235	1045-0351	900200000100961	Unknown	Default	Default	1	2	Correct	0	0	0	0	2	1.219	0	0	0	2020-03-17	11:02:15.810	68749.958	2020-03-17	11:02:35.685	68769.833	19.875	1
852	6979	236	1045-0351	900200000100961	Unknown	Default	Default	1	1	Incorrect	1	3	0	0	3	0.822	0	0	0	2020-03-17	11:02:46.943	68781.091	2020-03-17	11:03:01.799	68795.947	14.856	1
853	6982	237	1045-0351	900200000100961	Unknown	Default	Default	1	3	Incorrect	1	3	0	0	3	0.891	0	0	0	2020-03-17	11:03:17.516	68811.664	2020-03-17	11:03:28.786	68822.934	11.27	1
854	6984	238	1045-0351	900200000100961	Unknown	Default	Default	1	4	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	11:03:44.605	68838.753	2020-03-17	11:03:46.360	68840.508	1.755	1
